issues_title,issues_created_at,issues_thread_id,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
 integration week 2 (inheritance of # 995),2017-12-27T09:45:28Z,284675336,354086076.0,reply,Thx. I will then fix comments from autowarefoundation/autoware#995 myself.,dejanpan,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-10T14:47:44Z,284675336,356623764.0,reply,"@dejanpan I added 2 commits that velocity_set has multiple configurations for stopping before obstacles and at stopline.
Each of the two parameters was split into two.
`OtherDistance -> StopDistance for Obstacle/Stopline`
`Deceleration -> Deceleration for Obstacle/Stopline`

![screenshot from 2018-01-10 23-38-21](https://user-images.githubusercontent.com/1531482/34777999-5c303220-f65f-11e7-9958-0d638ccbbef2.png)

| stop by stopline (BLUE fence) | stop by obstacle (RED fence) |
|-----------------------|-----------------------|
| ![screenshot from 2018-01-10 23-16-21](https://user-images.githubusercontent.com/1531482/34777840-ecb31ac0-f65e-11e7-81d7-6295e1c0a6bf.png) | ![screenshot from 2018-01-10 23-22-42](https://user-images.githubusercontent.com/1531482/34777848-f313f04c-f65e-11e7-8535-8e5ec7e53dbf.png) |


",aohsato,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-11T01:42:52Z,284675336,356797202.0,comment,"@aohsato Could you enlarge the app dialog vertically?
Please refer to the following:
https://github.com/CPFL/Autoware/blob/master/ros/src/util/packages/runtime_manager/scripts/computing.yaml#L644-L646",yk-fujii,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-11T04:54:42Z,284675336,356824949.0,reply,"@yk-fujii Done. Btw, do you want to fix all app tab after this?
![screenshot from 2018-01-11 13-51-55](https://user-images.githubusercontent.com/1531482/34809190-ccf3bef6-f6d6-11e7-9c5e-c128bfb72c78.png)

",aohsato,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-14T08:11:44Z,284675336,357495467.0,reply,@aohsato can you please tell me how are the steps to test above feature?,dejanpan,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-15T06:03:09Z,284675336,357590195.0,reply,@yk-fujii I see that you enabled Travis CI. I would really suggest to wait couple of more days till Sumanth is done with https://github.com/CPFL/Autoware/issues/766. The problem is that your package.xml and CMakeLists.txt are all messed up.,dejanpan,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-15T06:03:34Z,284675336,357590255.0,reply,"I will merge this PR since it goes into another, non-release branch.",dejanpan,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-15T06:37:31Z,284675336,357594579.0,comment,"@dejanpan 
okay,
@yn-mrse is in charge of CI (in tieriv) and I turned it on his request. Turn off it.
I do not grasp much. sorry, I'll tell him.",yk-fujii,1632611.0,4306.0,9,36,0,33,1252
 integration week 2 (inheritance of # 995),2018-01-15T13:13:24Z,284675336,357679213.0,reply,"@dejanpan For testing my modification of velocity_set, please execute under rosbag simulation.
The positions of detected obstacles on waypoints are described as RED fence, and you can modify `Stop Distance/Deceleration for Obstacle` parameters for speed planning.
About stop line, too. That's described as BLUE fence, and there are `Stop Distance/Deceleration for Stopline` parameters.",aohsato,1632611.0,4306.0,9,36,0,33,1252
"- Add modularized OpenPlanner to autoware , 2nd PR",2018-01-04T18:41:42Z,284591216,355363656.0,comment,"@dejanpan Thank you very much. 
you really read every line , that is so impressive! 
I will check for the pram backward compatibility and push the changes. 
Thanks again. ",hatem-darweesh,16041385.0,779525.0,2,3,0,112,19690
"- Add modularized OpenPlanner to autoware , 2nd PR",2018-02-06T08:38:09Z,284591216,363349264.0,comment,"Dear @dejanpan @aohsato , 
I did fix the critical issues, most of the noncritical issue, ignored issues that need redesign. 
kindly check to merge this to develop. 
Regards, ",hatem-darweesh,16041385.0,779525.0,2,3,0,112,19690
Fix crash on NDT mapping gpu,2017-12-27T08:39:49Z,284501102,354076598.0,reply,"@anhnv3991 
The error still happens on my PC.
Ubuntu 14.04 + ROS Indigo
GeForce GTX TITAN Black
CUDA 8.0
```
['roslaunch', 'ndt_localizer', 'ndt_mapping.launch', 'use_imu:=False', 'imu_topic:=/imu_raw', 'use_odom:=False', 'imu_upside_down:=False', 'use_openmp:=False', 'use_fast_pcl:=False', 'use_gpu:=True']
pid=5373
sched policy=OTHER prio=0
... logging to /home/kitsukawa/.ros/log/19150b26-eae0-11e7-a35a-d0509946b845/roslaunch-lab-5373.log
Checking log directory for disk usage. This may take awhile.
Press Ctrl-C to interrupt
Done checking log file disk usage. Usage is <1GB.

started roslaunch server http://lab:45588/

SUMMARY
========

PARAMETERS
* /ndt_mapping/imu_topic: /imu_raw
* /ndt_mapping/imu_upside_down: False
* /ndt_mapping/use_fast_pcl: False
* /ndt_mapping/use_gpu: True
* /ndt_mapping/use_imu: False
* /ndt_mapping/use_odom: False
* /ndt_mapping/use_openmp: False
* /rosdistro: indigo
* /rosversion: 1.11.21

NODES
/
ndt_mapping (ndt_localizer/ndt_mapping)
queue_counter (ndt_localizer/queue_counter)

ROS_MASTER_URI=http://localhost:11311

core service [/rosout] found
use_imu: 0
use_gpu: 1
use_openmp: 0
use_fast_pcl: 0
imu_upside_down: 0
use_odom: 0
imu_topic: /imu_raw
(tf_x,tf_y,tf_z,tf_roll,tf_pitch,tf_yaw): (1.4, 0, 1.415, 0, 0, 0)
param_callback
ndt_res: 1
step_size: 0.1
trans_epsilon: 0.01
max_iter: 100
voxel_leaf_size: 1
min_scan_range: 5
min_add_scan_shift: 1
['rosparam', 'set', '/use_sim_time', 'true']
['rosbag', 'play', '--clock', '/media/kitsukawa/ssd/academy/log/drive/moriyama/20150324.bag']
pid=5525
sched policy=OTHER prio=0
Error: too many resources requested for launch /home/kitsukawa/Autoware/ros/src/computing/perception/localization/lib/fast_pcl/ndt_gpu/src/NormalDistributionsTransform.cu 780
Error: invalid device pointer /home/kitsukawa/Autoware/ros/src/computing/perception/localization/lib/fast_pcl/ndt_gpu/src/MatrixDevice.cu 21
[ndt_mapping-2] process has died [pid 5416, exit code 1, cmd /home/kitsukawa/Autoware/ros/devel/lib/ndt_localizer/ndt_mapping __name:=ndt_mapping __log:=/home/kitsukawa/.ros/log/19150b26-eae0-11e7-a35a-d0509946b845/ndt_mapping-2.log].
log file: /home/kitsukawa/.ros/log/19150b26-eae0-11e7-a35a-d0509946b845/ndt_mapping-2*.log
```",kitsukawa,3891338.0,94509.0,17,5,0,3,86
Fix crash on NDT mapping gpu,2017-12-27T08:42:04Z,284501102,354076895.0,reply,@YamatoAndo Can you check the operation on Ubuntu 16.04?,kitsukawa,3891338.0,94509.0,17,5,0,3,86
