pull_request_id,pull_request_number,pull_request_user_id,pull_request_created_at,pull_request_title,pull_request_commits,pull_request_checks,pull_request_files_changed,pull_request_lines_changed,comment_id,comment_created_at,comment_text,comment_author,comment_parent_id
1584430085,3956,esteve,2023-11-02T14:20:38Z,build: update to CUDA 12.3,6,19,4,54,1380347105,2023-11-02T15:36:15Z,"```suggestion
    line: export PATH=""/usr/local/cuda/bin:$PATH""
```

We can keep them same since the path points to the latest cuda installation by default.

For example on my machine:
```console
$ readlink -f /usr/local/cuda
/usr/local/cuda-12.3
```",xmfcx,
1584430085,3956,esteve,2023-11-02T14:20:38Z,build: update to CUDA 12.3,6,19,4,54,1380347857,2023-11-02T15:36:46Z,"```suggestion
    line: export LD_LIBRARY_PATH=""/usr/local/cuda/lib64:$LD_LIBRARY_PATH""
```
Same as https://github.com/autowarefoundation/autoware/pull/3956/files#r1380347105 above.",xmfcx,
1584430085,3956,esteve,2023-11-02T14:20:38Z,build: update to CUDA 12.3,6,19,4,54,1380349444,2023-11-02T15:37:47Z,"```suggestion
echo 'export PATH=/usr/local/cuda/bin${PATH:+:${PATH}}' >> ~/.bashrc
echo 'export LD_LIBRARY_PATH=/usr/local/cuda/lib64${LD_LIBRARY_PATH:+:${LD_LIBRARY_PATH}}' >> ~/.bashrc
```

Same as https://github.com/autowarefoundation/autoware/pull/3956/files#r1380347105",xmfcx,
1360329171,3515,awf-autoware-bot[bot],2023-05-23T00:06:55Z,ci(pre-commit): autoupdate,1,14,1,14,1393904029,2023-11-15T09:25:01Z,"- https://results.pre-commit.ci/run/github/41331761/1700039086.08oZDBW8SECNTV4SbnF1NA
- https://github.com/scop/pre-commit-shfmt/issues/20",xmfcx,
1333222972,3471,awf-autoware-bot[bot],2023-05-01T00:00:47Z,ci(pre-commit-optional): autoupdate,1,16,1,2,1181403082,2023-05-01T05:44:52Z,https://github.com/tcort/markdown-link-check/releases/tag/v3.11.2,kenji-miyake,
1311735701,3423,shmpwk,2023-04-13T01:43:03Z,docs(PULL_REQUEST_TEMPLATE): add Topic changes and Effects for driving behavior,10,16,2,14,1164863301,2023-04-13T01:49:13Z,"```suggestion
## Effects on driving behavior
```",shmpwk,
1311735701,3423,shmpwk,2023-04-13T01:43:03Z,docs(PULL_REQUEST_TEMPLATE): add Topic changes and Effects for driving behavior,10,16,2,14,1164863418,2023-04-13T01:49:23Z,"```suggestion
## Effects on driving behavior
```",shmpwk,
1311735701,3423,shmpwk,2023-04-13T01:43:03Z,docs(PULL_REQUEST_TEMPLATE): add Topic changes and Effects for driving behavior,10,16,2,14,1164869101,2023-04-13T01:52:26Z,"For service/client.

```suggestion
## Interface changes
```",kenji-miyake,
1311735701,3423,shmpwk,2023-04-13T01:43:03Z,docs(PULL_REQUEST_TEMPLATE): add Topic changes and Effects for driving behavior,10,16,2,14,1164872360,2023-04-13T01:55:00Z,"```suggestion
<!-- Describe when the PR changes the interface, such as changing the topic name or service client. -->
```",shmpwk,
1311735701,3423,shmpwk,2023-04-13T01:43:03Z,docs(PULL_REQUEST_TEMPLATE): add Topic changes and Effects for driving behavior,10,16,2,14,1164885207,2023-04-13T02:04:19Z,"I think it sometimes has a little effect, so rephrasing it to something might be better.

```suggestion
Not applicable.
```",kenji-miyake,
