pull_request_id,pull_request_number,pull_request_user_id,pull_request_created_at,pull_request_title,pull_request_commits,pull_request_checks,pull_request_files_changed,pull_request_lines_changed,comment_id,comment_created_at,comment_text,comment_author,comment_parent_id
240942612,1815,yukkysaito,2018-12-26T08:55:35Z,Feature/shape estimation,41,1,38,2450,248217120,2019-01-16T10:00:07Z,@yukkysaito is this function a placeholder for something else in the future?,sgermanserrano,
240942612,1815,yukkysaito,2018-12-26T08:55:35Z,Feature/shape estimation,41,1,38,2450,248221990,2019-01-16T10:14:44Z,Indeed. The idea is to support in the future different “shapes” to estimate their pose.,amc-nu,248217120
240942612,1815,yukkysaito,2018-12-26T08:55:35Z,Feature/shape estimation,41,1,38,2450,248222442,2019-01-16T10:16:07Z,"OK, might be worth adding a comment with a brief explanation for clarity",sgermanserrano,248217120
240942612,1815,yukkysaito,2018-12-26T08:55:35Z,Feature/shape estimation,41,1,38,2450,248243190,2019-01-16T11:19:21Z,@amc-nu thank you.https://github.com/CPFL/Autoware/pull/1815/commits/c6da6036a2a8c1159a3892579fdb556fac39fee9,yukkysaito,248217120
240723947,1808,amc-nu,2018-12-24T05:53:07Z,[fix] CMake error & warning fixes on develop,3,1,3,103,244786545,2019-01-02T16:39:42Z,"We can just use these two lines and it'll work:

```
     find_package(catkin REQUIRED)
     catkin_package()
```

That way we don't have to find the message packages.",esteve,
240723947,1808,amc-nu,2018-12-24T05:53:07Z,[fix] CMake error & warning fixes on develop,3,1,3,103,244787075,2019-01-02T16:41:21Z,"This will declare a new exported library, but it won't exist unless we're building for the DrivePX",esteve,
240723947,1808,amc-nu,2018-12-24T05:53:07Z,[fix] CMake error & warning fixes on develop,3,1,3,103,245010181,2019-01-03T14:10:48Z,"@esteve Thanks for checking this. ~Is it ok to remove the definition?
I don't have a PX nor multiple gmsl cameras to test.
Can you confirm it is safe?~
Sorry, I was only looking only at a part of the review.",amc-nu,244786545
240723947,1808,amc-nu,2018-12-24T05:53:07Z,[fix] CMake error & warning fixes on develop,3,1,3,103,245013252,2019-01-03T14:21:52Z,"Sorry again, but I don't follow the suggestion.
So you say we add 
```
find_package(catkin REQUIRED)
catkin_package()
```
with no packages at the beggining.

And, then again, `find_package` and `catkin_package` with the corresponding packages inside the `if`?",amc-nu,244786545
240723947,1808,amc-nu,2018-12-24T05:53:07Z,[fix] CMake error & warning fixes on develop,3,1,3,103,245029281,2019-01-03T15:13:51Z,Sorry I wasn't clearer. I meant adding those two lines after the `else()` statement in https://github.com/CPFL/Autoware/blob/develop/ros/src/driveworks/packages/autoware_driveworks_gmsl_interface/CMakeLists.txt#L93,esteve,244786545
240723947,1808,amc-nu,2018-12-24T05:53:07Z,[fix] CMake error & warning fixes on develop,3,1,3,103,245029778,2019-01-03T15:15:14Z,I see. I agree with that option.,amc-nu,244787075
239139243,1784,TheodoreRTG,2018-12-17T13:11:23Z,Removing CUDA dependencies for Darknet Yolov3,9,1,1,117,247129721,2019-01-11T14:19:58Z,"I think the $ is missing
```suggestion
ELSEIF(EXISTS ""$ENV{HOME}/darknet"")
```",sgermanserrano,
239139243,1784,TheodoreRTG,2018-12-17T13:11:23Z,Removing CUDA dependencies for Darknet Yolov3,9,1,1,117,249774057,2019-01-22T13:16:52Z,s/simalar/similar/,filiperinaldi,
239139243,1784,TheodoreRTG,2018-12-17T13:11:23Z,Removing CUDA dependencies for Darknet Yolov3,9,1,1,117,249821671,2019-01-22T15:13:40Z,Remove extra indent.,filiperinaldi,
238397883,1778,sujiwo,2018-12-13T13:54:42Z,Offline Tools,11,0,25,2188,256681622,2019-02-14T03:43:32Z,"travis Use CMake 2.8.12.2
Can you change this line to 2.8.3 ??",hakuturu583,
238397883,1778,sujiwo,2018-12-13T13:54:42Z,Offline Tools,11,0,25,2188,256682075,2019-02-14T03:46:41Z,apply clang-format.,hakuturu583,
238397883,1778,sujiwo,2018-12-13T13:54:42Z,Offline Tools,11,0,25,2188,256682157,2019-02-14T03:47:16Z,You made this code in 2015???,hakuturu583,
238397883,1778,sujiwo,2018-12-13T13:54:42Z,Offline Tools,11,0,25,2188,256682268,2019-02-14T03:48:05Z,Please write LICENCE,hakuturu583,
