pull_request_id,pull_request_number,pull_request_user_id,pull_request_created_at,pull_request_title,pull_request_commits,pull_request_checks,pull_request_files_changed,pull_request_lines_changed,comment_id,comment_created_at,comment_text,comment_author,comment_parent_id
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,47992368,2015-12-18T03:53:05Z,"This part is unnecessary by #171.
",syohex,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,47992452,2015-12-18T03:55:08Z,"Should be original file fixed than such work around ?
",syohex,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,47992674,2015-12-18T04:00:01Z,"Should '.'(dot) be escaped ?
And is this necessary ? There is no `~/Autoware/data` directory. (`demodata` ?)
",syohex,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,48008188,2015-12-18T09:30:48Z,"Yes, with #171 this isn't needed
",,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,48008238,2015-12-18T09:31:26Z,"Yes, probably.
",,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,48008418,2015-12-18T09:33:31Z,"Is ~/Autoware/data where this would normally exist?
",,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,48324911,2015-12-23T06:53:03Z,"@pdsljp Can we replace `/home/pdsljp/` with `~/` ? I don't understand whether demo program works with that change.
",syohex,
53965664,169,ghost,2015-12-17T11:36:52Z,More complete demo install instructions,1,0,1,23,48393739,2015-12-24T03:11:34Z,"> Can we replace `/home/pdsljp` with `~/`? 

Yes we can.

These launch files under `Autoware/ros/src.config/quick_start/sample_lidar_camera` assume that a directory named `.autoware` exists under `~/`.
So demo program should work even after that change if this directory is created
correctly.

Thank you very much for pointing out and cooperation. > @syohex , @bashrc 
",manato,
49926290,112,KenYN,2015-11-06T08:11:54Z,Remove extra level of indirection from cuMemFreeHost,2,0,1,21,44114394,2015-11-06T08:38:14Z,"Typo type name. `CUResult` -> `CUresult`
",syohex,
49926290,112,KenYN,2015-11-06T08:11:54Z,Remove extra level of indirection from cuMemFreeHost,2,0,1,21,44114403,2015-11-06T08:38:23Z,"Ditto.
",syohex,
